from_key,to_uri
researchgraph.org/nci/f1578_1725_5138_5693,http://purl.org/au-research/vocabulary/anzsrc-for/2008/0406
researchgraph.org/nci/f7810_4312_6803_4860,http://purl.org/au-research/vocabulary/anzsrc-for/2008/0406
researchgraph.org/nci/f3825_6739_1967_5297,http://purl.org/au-research/vocabulary/anzsrc-for/2008/0406
researchgraph.org/nci/f1640_6678_9272_6010,http://purl.org/au-research/vocabulary/anzsrc-for/2008/0404
researchgraph.org/nci/f3905_6032_5461_7930,http://purl.org/au-research/vocabulary/anzsrc-for/2008/0406
researchgraph.org/nci/f7259_3498_6483_7038,http://purl.org/au-research/vocabulary/anzsrc-for/2008/0406
researchgraph.org/nci/f2954_3124_3175_2315,http://purl.org/au-research/vocabulary/anzsrc-for/2008/0406
researchgraph.org/nci/f0765_7835_0856_7543,http://purl.org/au-research/vocabulary/anzsrc-for/2008/0406
researchgraph.org/nci/f1950_1453_9803_1052,http://purl.org/au-research/vocabulary/anzsrc-for/2008/0406
researchgraph.org/nci/f4591_5643_1302_2483,http://purl.org/au-research/vocabulary/anzsrc-for/2008/0406
researchgraph.org/nci/f4218_3825_6213_4318,http://purl.org/au-research/vocabulary/anzsrc-for/2008/0406
researchgraph.org/nci/f9528_4538_7182_6758,http://purl.org/au-research/vocabulary/anzsrc-for/2008/0406
researchgraph.org/nci/f2507_4967_9761_6827,http://purl.org/au-research/vocabulary/anzsrc-for/2008/0406
researchgraph.org/nci/f0168_2176_5913_7196,http://purl.org/au-research/vocabulary/anzsrc-for/2008/0406
researchgraph.org/nci/f0159_4690_2501_2783,http://purl.org/au-research/vocabulary/anzsrc-for/2008/0406
researchgraph.org/nci/f9814_5380_4836_6732,http://purl.org/au-research/vocabulary/anzsrc-for/2008/0404
researchgraph.org/nci/f5182_1702_3851_4672,http://purl.org/au-research/vocabulary/anzsrc-for/2008/0406
researchgraph.org/nci/f1686_7163_7478_5808,http://purl.org/au-research/vocabulary/anzsrc-for/2008/0404
researchgraph.org/nci/f3197_8386_1440_4330,http://purl.org/au-research/vocabulary/anzsrc-for/2008/0406
researchgraph.org/nci/4769dfb1-0f51-4e4f-9ba7-55353eb1ba58,http://purl.org/au-research/vocabulary/anzsrc-for/2008/0406
researchgraph.org/nci/980e9eea-a334-463c-af11-f64c59d1c8b8,http://purl.org/au-research/vocabulary/anzsrc-for/2008/0406
researchgraph.org/nci/7ba82c39-e9aa-418c-9a6b-9d6dd543b665,http://purl.org/au-research/vocabulary/anzsrc-for/2008/0406
researchgraph.org/nci/fef25026-23be-474a-9e72-52fdfb7c2cf6,http://purl.org/au-research/vocabulary/anzsrc-for/2008/0406
researchgraph.org/nci/14ff1542-0375-afc5-e053-10a3070a0565,http://purl.org/au-research/vocabulary/anzsrc-for/2008/0406
researchgraph.org/nci/b64b95ae-e3b7-4892-bd0a-8c00630e1139,http://purl.org/au-research/vocabulary/anzsrc-for/2008/0406
researchgraph.org/nci/4c7e5266-feb2-4103-9377-10f5605d9d89,http://purl.org/au-research/vocabulary/anzsrc-for/2008/0406
researchgraph.org/nci/266c5d04-14be-eaf8-e053-12a3070a3e8e,http://purl.org/au-research/vocabulary/anzsrc-for/2008/0406
researchgraph.org/nci/266cffae-39f0-0db4-e053-10a3070ad60b,http://purl.org/au-research/vocabulary/anzsrc-for/2008/0406
researchgraph.org/nci/c6de0bb5-1ba1-635e-e044-00144fdd4fa6,http://purl.org/au-research/vocabulary/anzsrc-for/2008/0406
researchgraph.org/nci/59af5cda-e7e7-4bc4-9fa7-a4e7f9b8964d,http://purl.org/au-research/vocabulary/anzsrc-for/2008/0406
researchgraph.org/nci/f8095_2586_2681_2375,http://purl.org/au-research/vocabulary/anzsrc-for/2008/040107
researchgraph.org/nci/f2803_0612_3672_4239,http://purl.org/au-research/vocabulary/anzsrc-for/2008/040107
researchgraph.org/nci/f2095_8132_4259_4125,http://purl.org/au-research/vocabulary/anzsrc-for/2008/040107
researchgraph.org/nci/f8510_1385_3021_0891,http://purl.org/au-research/vocabulary/anzsrc-for/2008/040107
researchgraph.org/nci/f6290_0438_8759_8952,http://purl.org/au-research/vocabulary/anzsrc-for/2008/040107
researchgraph.org/nci/f8973_0178_4936_8145,http://purl.org/au-research/vocabulary/anzsrc-for/2008/040107
researchgraph.org/nci/f9781_3471_9712_5739,http://purl.org/au-research/vocabulary/anzsrc-for/2008/040107
researchgraph.org/nci/f7195_1509_0395_3967,http://purl.org/au-research/vocabulary/anzsrc-for/2008/040107
researchgraph.org/nci/f1469_8915_6392_5682,http://purl.org/au-research/vocabulary/anzsrc-for/2008/040107
researchgraph.org/nci/b9c47425-6a34-4bb6-bcc0-6f9bfebaf70c,http://purl.org/au-research/vocabulary/anzsrc-for/2008/0406
researchgraph.org/nci/2a4ff2d6-ed89-493f-80a7-d1f4e1098c21,http://purl.org/au-research/vocabulary/anzsrc-for/2008/0406
researchgraph.org/nci/3a2cd509-0e82-4381-98c7-522756da533b,http://purl.org/au-research/vocabulary/anzsrc-for/2008/0406
researchgraph.org/nci/f5216_8469_1645_4791,http://purl.org/au-research/vocabulary/anzsrc-for/2008/0406
researchgraph.org/nci/f9186_9418_6570_9615,http://purl.org/au-research/vocabulary/anzsrc-for/2008/0406
researchgraph.org/nci/f8257_4526_6120_4203,http://purl.org/au-research/vocabulary/anzsrc-for/2008/0406
researchgraph.org/nci/f1037_8219_8659_8697,http://purl.org/au-research/vocabulary/anzsrc-for/2008/0406
researchgraph.org/nci/f9420_5783_5692_1342,http://purl.org/au-research/vocabulary/anzsrc-for/2008/0406
researchgraph.org/nci/f9830_5139_7146_7623,http://purl.org/au-research/vocabulary/anzsrc-for/2008/040608
researchgraph.org/nci/f6470_4075_9306_8637,http://purl.org/au-research/vocabulary/anzsrc-for/2008/040608
researchgraph.org/nci/f0764_8625_8729_7431,http://purl.org/au-research/vocabulary/anzsrc-for/2008/040608
researchgraph.org/nci/f8049_2573_9628_7641,http://purl.org/au-research/vocabulary/anzsrc-for/2008/040608
researchgraph.org/nci/f6241_7029_9724_8143,http://purl.org/au-research/vocabulary/anzsrc-for/2008/040608
researchgraph.org/nci/f0538_9654_5729_1740,http://purl.org/au-research/vocabulary/anzsrc-for/2008/040608
researchgraph.org/nci/f9142_3105_0672_4156,http://purl.org/au-research/vocabulary/anzsrc-for/2008/040608
researchgraph.org/nci/f4581_2817_8793_7501,http://purl.org/au-research/vocabulary/anzsrc-for/2008/040608
researchgraph.org/nci/f5913_6299_9921_2593,http://purl.org/au-research/vocabulary/anzsrc-for/2008/04
researchgraph.org/nci/f7001_8949_3878_9898,http://purl.org/au-research/vocabulary/anzsrc-for/2008/0406
researchgraph.org/nci/f8227_3874_4626_8108,http://purl.org/au-research/vocabulary/anzsrc-for/2008/0406
researchgraph.org/nci/f4593_3601_6324_5182,http://purl.org/au-research/vocabulary/anzsrc-for/2008/0406
researchgraph.org/nci/f3702_4477_8777_1743,http://purl.org/au-research/vocabulary/anzsrc-for/2008/040608
researchgraph.org/nci/d8324405-1ffc-48f3-b65d-c1d4e4c804db,http://purl.org/au-research/vocabulary/anzsrc-for/2008/040102
researchgraph.org/nci/9c214238-c442-4e9c-b014-de85bc357311,http://purl.org/au-research/vocabulary/anzsrc-for/2008/040102
researchgraph.org/nci/45c0e69d-c0e1-40f1-bb5a-389875cb6552,http://purl.org/au-research/vocabulary/anzsrc-for/2008/040102
researchgraph.org/nci/c555e318-3ca4-49ac-b4ef-3bfec7e4b2ee,http://purl.org/au-research/vocabulary/anzsrc-for/2008/040102
researchgraph.org/nci/b318e300-eceb-4102-be6e-f70be0a21b44,http://purl.org/au-research/vocabulary/anzsrc-for/2008/040102
researchgraph.org/nci/33cee4d2-a1b7-4f29-a0be-c21732d06ed7,http://purl.org/au-research/vocabulary/anzsrc-for/2008/040102
researchgraph.org/nci/807520a6-8bc1-49f9-92d1-973885f5c0cd,http://purl.org/au-research/vocabulary/anzsrc-for/2008/040102
researchgraph.org/nci/018be62e-b980-41cd-acff-ee6c908336c2,http://purl.org/au-research/vocabulary/anzsrc-for/2008/040102
researchgraph.org/nci/dbbe47e8-174b-4e02-8a85-43319a11f86e,http://purl.org/au-research/vocabulary/anzsrc-for/2008/040102
researchgraph.org/nci/100fe383-a2df-42aa-8c01-02d0f20110ee,http://purl.org/au-research/vocabulary/anzsrc-for/2008/040102
researchgraph.org/nci/79139791-0ea4-46cc-8da4-7b33a1d9e149,http://purl.org/au-research/vocabulary/anzsrc-for/2008/040102
researchgraph.org/nci/d7c12171-accb-42bd-91e5-f7297a7413a3,http://purl.org/au-research/vocabulary/anzsrc-for/2008/040102
researchgraph.org/nci/f541ad73-2c47-4f59-9aa4-7d679fdd824d,http://purl.org/au-research/vocabulary/anzsrc-for/2008/040102
researchgraph.org/nci/bd33c01e-8212-42ab-b644-064812992c55,http://purl.org/au-research/vocabulary/anzsrc-for/2008/040102
researchgraph.org/nci/19fc382c-6317-48d6-b174-4b4664fb10cd,http://purl.org/au-research/vocabulary/anzsrc-for/2008/0406
researchgraph.org/nci/0bf01609-fde2-3d9c-e054-00144fdd4fa6,http://purl.org/au-research/vocabulary/anzsrc-for/2008/0406
researchgraph.org/nci/1c8691f4-d7a0-c4f2-e053-10a3070adc83,http://purl.org/au-research/vocabulary/anzsrc-for/2008/0406
researchgraph.org/nci/d887e71a-71dc-4851-94a9-920f7b7cc7e5,http://purl.org/au-research/vocabulary/anzsrc-for/2008/0406
researchgraph.org/nci/57a614ad-bb70-4958-8970-73f918fa57a8,http://purl.org/au-research/vocabulary/anzsrc-for/2008/040102
researchgraph.org/nci/f8681_7816_9403_4068,02http://purl.org/au-research/vocabulary/anzsrc-for/2008/0406
researchgraph.org/nci/7c6e5852-5f44-4422-8ef1-a1225f6ebc53,http://purl.org/au-research/vocabulary/anzsrc-for/2008/040107
researchgraph.org/nci/f1322_4781_8024_6369,http://purl.org/au-research/vocabulary/anzsrc-for/2008/040107
researchgraph.org/nci/2ff698ee-35f0-46ec-ac67-ed42c46606d0,http://purl.org/au-research/vocabulary/anzsrc-for/2008/040102
researchgraph.org/nci/8a5a10d8-3caa-4b43-a190-06798acabbb7,http://purl.org/au-research/vocabulary/anzsrc-for/2008/040102
researchgraph.org/nci/207dfe87-f80a-4c79-8bce-5ae017081505,http://purl.org/au-research/vocabulary/anzsrc-for/2008/040102
researchgraph.org/nci/5f7790ba-22aa-49ec-89e0-63782edd523c,http://purl.org/au-research/vocabulary/anzsrc-for/2008/040102
researchgraph.org/nci/f9080_9449_8269_1718,http://purl.org/au-research/vocabulary/anzsrc-for/2008/0406
researchgraph.org/nci/f4093_2998_3846_6573,http://purl.org/au-research/vocabulary/anzsrc-for/2008/040107
researchgraph.org/nci/f2470_7608_6064_2841,http://purl.org/au-research/vocabulary/anzsrc-for/2008/0401
researchgraph.org/nci/f2116_3836_9621_7009,http://purl.org/au-research/vocabulary/anzsrc-for/2008/0401
researchgraph.org/nci/f5956_7503_6028_7510,http://purl.org/au-research/vocabulary/anzsrc-for/2008/0401
researchgraph.org/nci/f4474_2194_8363_3599,http://purl.org/au-research/vocabulary/anzsrc-for/2008/0401
researchgraph.org/nci/f4642_3219_1692_4900,http://purl.org/au-research/vocabulary/anzsrc-for/2008/0401
researchgraph.org/nci/f2337_2674_2774_8276,http://purl.org/au-research/vocabulary/anzsrc-for/2008/0401
researchgraph.org/nci/f9659_7404_5147_5011,http://purl.org/au-research/vocabulary/anzsrc-for/2008/0401
researchgraph.org/nci/f7049_4967_9772_7609,http://purl.org/au-research/vocabulary/anzsrc-for/2008/0401
researchgraph.org/nci/f3094_5136_1742_9946,http://purl.org/au-research/vocabulary/anzsrc-for/2008/0401
researchgraph.org/nci/f8365_7350_5227_1096,http://purl.org/au-research/vocabulary/anzsrc-for/2008/0401
researchgraph.org/nci/f7231_8413_4946_1642,http://purl.org/au-research/vocabulary/anzsrc-for/2008/0401
researchgraph.org/nci/f7893_4692_5295_1580,http://purl.org/au-research/vocabulary/anzsrc-for/2008/0401
researchgraph.org/nci/f8135_1336_5582_4127,http://purl.org/au-research/vocabulary/anzsrc-for/2008/0401
researchgraph.org/nci/f8921_4714_4885_8281,http://purl.org/au-research/vocabulary/anzsrc-for/2008/0401
